name,gender
"EFYELLI","female"
"TRI SENO ATMOJO","male"
"ANISAH","female"
"FRISSA FRISSILIA","female"
"FLORENCIA WENNY HARYATI","female"
"IMELDA MARIA SURYATI","female"
"ALDO SYAHRONI PUTRA","male"
"AMBARWATI","female"
"THE TAUW MIAUW AL.YULIANA","female"
"DANIEL ROBERT WAHYUDI","male"
"DIAH SUSILASTUTI","female"
"MAYANIS","female"
"SRI JUNIATI","female"
"SUPRIHATIN","female"
"DAHLIANA NAINGGOLAN","female"
"ADITYA RIZKI FIRMANSYAH","male"
"RAUL MAHENDRA","male"
"TEGUH WICAKSONO","male"
"YONO FARYONO","male"
"MAULANA HARDI","male"
"FARIANI PUSPITASARI","female"
"EVI FITRININGSIH","female"
"GISI SEPTA MUTIARANINGCAS","female"
"SUTARNO BUGEL","male"
"WISNI WIJATI","female"
"GR HASIBUAN","male"
"CHAIRUL FAHRUDIN","male"
"MALIK IBROHIM","male"
"ULFA FAUZIAH","female"
"YULI WIDIASTUTY","female"
"GATUL MIDIKARTO","male"
"SOFYAN NAJMUDIN","male"
"WARTINI","female"
"TATI NURMALASARI S PD","female"
"MAISAROH","female"
"TRI SUBEKTI BUDIARTI","female"
"MUHAMMAD ILHAM","male"
"ALIYAH","female"
"SELASIH TRI WULANDARI","female"
"SOECIPTO","male"
"ZEIN GUNAWAN","male"
"SUGIMAN","male"
"TATI HARTATI","female"
"TISNA WIJAYA","male"
"BAMBANG GUNAWAN","male"
"RIKA ISMALIA","female"
"BUDIRAHAYU","female"
"NINING FERMAI LISVA DEWI","female"
"M.HOSIN","male"
"JAENAP AKSAN","female"
"CHRISTINE SOLOGIA","female"
"YOSHUA CHIEPUTRA","male"
"AHMAD SYAHBUDI","male"
"ZARLISMAWATI","female"
"HERU SUSANTO","male"
"DEWI DIANA","female"
"SAMIDJAN","male"
"HARLAND","male"
"SA'ANAH","female"
"EDY S GUNAWAN","male"
"HADI SETIAWAN","male"
"SOEPRIHONO","male"
"DESI MULYAWATI, SE","female"
"NINA KURNIAWATI","female"
"SABAR","male"
"H.ISCHAK.HM","male"
"YULI HARTATI","female"
"ERY SUFIYATI","female"
"SITI LAELA","female"
"TEOFILUS EKKYPUTRA HERYANTO","male"
"AGUSTINI","female"
"HJ.MUNAWAROH","female"
"MUHAMMAD FAISAL FAHREZI","male"
"RAMINAH","female"
"MUTASHIM BILLAH","male"
"HARI SUGIARTO","male"
"JONATHAN KARIO","male"
"SUWASMI","female"
"MAYA INDAH SARI","female"
"SUSILAWATI","female"
"RUMHARTATI","female"
"HARIYANTO HASYIM","male"
"ACHMAD MURSID","male"
"TINI EKA SAPUTRI SINAGA","female"
"MINCEWATY","female"
"YANCE S","male"
"ANTON S DE ORNAY","male"
"MARYANTI","female"
"FRISKA ALIFTA","female"
"RUSMIYATI","female"
"M.DORMA IDA SIRINGO RINGO","female"
"DICKY PURDIANTO","male"
"MOHAMAD AMIR HAMZAH","male"
"PUJIYATI","female"
"BENGET THOMSON SINAGA","male"
"REIRA ASTRIA MANDYASARI","female"
"TEGAR TRI BIANTORO","male"
"SULASMI","female"
"MUHAMAD FIRMAN SAPUTRA","male"
"DEBY NURUL AULIA DEVI","female"
"ZAINAL ABIDIN","male"
"WAHYUDI","male"
"DARLINCE HERAWATI","female"
"SUKAMTO","male"
"DRS SANUSI","male"
"APRI GIPRANI","female"
"SRI KUSWIYATI W","female"
"INDAH  NUR  BAITI","female"
"SAIFUDIN","male"
"HARTOPO","male"
"SITI UMI SALBIAH","female"
"EVI SEPTIANI","female"
"MELANI HUTAURUK","female"
"KARMILAH","female"
"GILBERT  SUBAY","male"
"RENDI RENALDI","male"
"NURMAN ZULYADAN","male"
"SIROJUDDIN HAMADA","male"
"AHMAD HABIBURROHMAN","male"
"PHANG JENNY SURIANTI","female"
"DWI  SRI ASTUTI","female"
"SURYADI","male"
"ATI NURWIATI","female"
"NENENG KURNIASIH","female"
"HIKMAH ABD SALAM","female"
"TISNA SENTANA","male"
"JUNAEDI","male"
"TOMY DESTAMTO","male"
"KHAIRUL ISWAN S","male"
"LUSIANA SIMAMORA","female"
"EVRINA FEBRIYANTI","female"
"SITI SUWARNI","female"
"MOCHAMAD JAMIL","male"
"RINA ABRIYANTI","female"
"HJ.SRI LESTARI","female"
"WIDA LESTARI","female"
"MUJIATI","female"
"MIFTAHUL ARIFIN","male"
"UJUM SARI","male"
"TAYUDIN BIN MARKUM","male"
"AULIANA FARIDA","female"
"I J A H","female"
"GEMMA PRAMUDITA RAMADHAN","male"
"ITA HENDRAWATY","female"
"KRISTANDA YULIANI","female"
"BAYU PURNAMA","male"
"DINA SUKRAENI","female"
"MARTEN LUTER KATIANDAGO","male"
"NURMUHAMAD","male"
"YULIDA DARMAWATI","female"
"NENI MARTINI","female"
"TRIENITA RAHMADHANINGTYAS","female"
"M.KAMAL","male"
"AGUNG SETYAWAN","male"
"IDAH","female"
"HJ.USNANI","female"
"DINI AMINAWIYAH","female"
"NANCY KARTIKA SARIE","female"
"M.YUSUF FADILAH","male"
"ROGANDA R HUTASOIT","male"
"MELKEH H PIRI","female"
"HANIFATUZ ZAKIYA","female"
"USWATUN HASANAH","female"
"SAMAN","male"
"MURWATI","female"
"ZAENAL ARIEF","male"
"WIRYOSUWITO","male"
"SUPARMAN","male"
"DEDE SUSANTI","female"
"NURUL KHOTIMAH","female"
"DOLOG WIDODO","male"
"NADIYA FADHILAH","female"
"MEGAWATI LUBIS","female"
"JUHARSAH","female"
"PUJI PRATAMA","male"
"",""
"S A W I","female"
"MAZIDATUL FAIZAH","female"
"",""
"NADIA FAUJIATUN NISA","female"
"YAYUK CHOLIFATUN","female"
"ISMAYUDI","male"
"RATNA PARDOSI","female"
"IDA NIRMALA SUNDAWATI","female"
"VIKO  ERSA","male"
"NI MADE KERNI","female"
"ALBOIN SINAGA","male"
"RAMADHANI DWI PUTRANTO","male"
"MUNIAR","female"
"MELISA SAFITRI","female"
"WAHYUNI INDHARSTUTI","female"
"WATMO","male"
"YENI","female"
"CHUDIRUN","male"
"RENDABEL JUNITA S","female"
"BAGUS NOVIANTO","male"
"EMA ROSIANA","female"
"JAENAL ARIFIN","male"
"NANDA FARA VANIA","female"
"KURNIASIH","female"
"SYAFRUDIN","male"
"BUDI AWAN","male"
"IDA FARIDA","female"
"GRACE DINARIKA SIANTURI","female"
"ANDI LOLA SORAYA","female"
"SITI NURJANAH","female"
"MULYADI","male"
"NOIMAH","female"
"DARYONO","male"
"FRANSSIKO SIGALINGGING","male"
"FEBRI HENDRATMO","male"
"MARELLA LYSANDER","female"
"NGARSIDI","male"
"MARJONI","male"
"RIBUT","female"
"SYARIPUDIN","male"
"RIDA SIMAMORA","female"
"SULAEMAN","male"
"DIAN ANGGANA","male"
"MARTINUS","male"
"SITI SULEMAH","female"
"DIAN HERDIANA","female"
"MARANI APRIDIANI","female"
"PUTRI PEBRIYANTI","female"
"YANTI","female"
"WARTINAH","female"
"SONNY","male"
"NURHAYANNAH","female"
"RUMSIAH","female"
"EKASARI YULI PUNDHIASTUTI","female"
"SAHARI","female"
"SABUDIN BIN AMIT","male"
"MUNIROH","female"
"NENIK ENDAH NURMAWATI","female"
"SAMUEL EDWARD PANGONDIAN","male"
"MUHAMMAD ANDRIAN","male"
"DWI RAHAYU","female"
"MUH HAMKA HASAN","male"
"AHMAD ALIEF","male"
"TONGGO M.PAKPAHAN","male"
"RANITA NUR HABIBAH","female"
"WANTIYAH","female"
"",""
"N.MAHSUNAH","female"
"HERMIYATI","female"
"AGUS SUSANTO","male"
"MOHAMAD YUSUF ASNANI","male"
"PUTRI PUSPITAMURTI","female"
"INDARYANTI","female"
"WIWIK UTAMI","female"
"HARI SETIAWAN","male"
"BENA ALEXANDRA","female"
"FRANSISKUS PURBA","male"
"IRIANTI HUTAGAOL","female"
"DESTY YANA","female"
"HARIYANTO","male"
"FITRI HARIYANI","female"
"DARWIS","male"
"HERMAN S WIBOWO SUDRAJAT","male"
"SUGIYANTO","male"
"AHMAD SYAKUR","male"
"INDAH YUNITA","female"
"SAMSIAH SIMANJUNTAK","female"
"IKMAL PRIBADIANSYAH","male"
"DARMINAH","female"
"LUKMAN HAMBALI","male"
"SUNARDI RAIS","male"
"BRISMAN SIMANJUNTAK","male"
"EMIR EMERALD","male"
"YETTY SRI HARTATI","female"
"MEIDA SIPAHUTAR","female"
"SUGIARTI","female"
"AGNES NOVIA SIANTURI","female"
"SANCOS MORENO SINAGA","male"
"MUSTHAFA RAIS HEGI","male"
"ZAINAL MUTAQIN","male"
"ABDUL ROSID","male"
"KIKI AMELLIA","female"
"SUDIK","male"
"SARIPAH","female"
"K U S N I A T I","female"
"PARLUHUTAN SIPAHUTAR","male"
"LIDYA CHANDRA","female"
"RARA ANA EKA SETIAWATI","female"
"NURJANAH","female"
"CHRISTIN  NATALIA","female"
"ABD AZIS","male"
"ADY H HUTAPEA","male"
"HITCA PANGARIBUAN","male"
"JEFF RIANO","male"
"TEGUH IMAM NUGROHO","male"
"RIYADI","male"
"LILIS DJUTAWAN","female"
"MARTINUS HENDRA G. PASARIBU","male"
"NUR HASANAH","female"
"BURHANUDIN","male"
"RIZKI MAULANA","male"
"ENDANG","male"
"UJANG KUSWARA","male"
"SUN JAH","female"
"YAYU MARISA","female"
"THERESIA SUMINAH","female"
"NOVITA UTAMI DEWIE","female"
"M I A H","female"
"SUNINGSIH","female"
"DIAS SETIARINI","female"
"JUFRIYANTO","male"
"RUPLING","male"
"MUJIANTO","male"
"ERNAWATI","female"
"MISBAK","male"
"JAMALUDIN","male"
"RUT HENNY SAMUEL","female"
"FAISAL ADITYA PUTRA","male"
"JONI IRIANTO","male"
"SITI HANDAYANNI","female"
"SYAMSINAR","female"
"M. PARDI","male"
"SULARNI","female"
"LUKMAN SITOMPUL","male"
"LAURENCIUS HAMONANGAN S.","male"
"RISTIATI","female"
"SAMINI","female"
"NUR MAYA LINDA","female"
"LUSSY MARCELINE","female"
"DODY KRISWANTORO","male"
"NURSEHA","female"
"DEWI AYU WIRYANTI","female"
"SURINI","female"
"U N A N G","male"
"MAY RANI SITUMORANG","female"
"ANWAR","male"
"AISYAH MUJAHIDAH","female"
"NINING CAHYANINGSIH","female"
"SUMIYATI","female"
"BERLIANA BUTAR BUTAR,SH","female"
"SYAFRIZAL CHAN","male"
"YUSRI HERISAL","male"
"AGUS SALIM SE","male"
"M SALMIN","male"
"SYAHRUL LATIF","male"
"D A R N I","female"
"SUHADI","male"
"ANITA","female"
"MUHAMMAD BAGUS MAULANA","male"
"NURHAKIKI","female"
"MURNI RAHAYU","female"
"MUHAMMAD GUNAWAN","male"
"WINARTI","female"
"H. ACHMAD TAUFIK","male"
"ABDULLAH A.HAMID","male"
"ROMLAH","female"
"SARKI","male"
"IRWAN UMAR","male"
"RONI ROMADHONA","male"
"PRISELLA PANJAITAN","female"
"SRIYANI","female"
"AGUNG KURNIAWAN","male"
"U.UNI","female"
"WIWI RAHAYU","female"
"PUSPITA NURHARIANI","female"
"GATOT SETYADI","male"
"MARHUMAH","female"
"AHMAD RIVAI","male"
"SAIRIH","male"
"HARYANTO TANNUS","male"
"SUSI SUSANTI HUTABARAT","female"
"SARINTEN","female"
"LILIS SURYANI","female"
"YAHYA WARYAT","male"
"RENDY ERDIANSYAH","male"
"ROCHIMAH","female"
"NEVITA ARFIANA","female"
"TRI ANGGAR SARI","female"
"M.BAYDOWI","male"
"WISNU WIDJONARKO","male"
"GERYNIO PRASANTO","male"
"BIDEN SITORUS","male"
"HERU","male"
"SAINAB","female"
"AMINAH RUSLI","female"
"DESY SUTARSIH","female"
"YENI ACHMAWATY","female"
"DANAN JAYA","male"
"NURBAITI SOLIHATI","female"
"SUPARMAN","male"
"MASDUKI","male"
"RUKIYATI","female"
"SLAMET RIYANTO","male"
"NURHASANAH","female"
"MURYANI","male"
"AMALIA MUTHMAINNAH","female"
"VIVI OKTA SANGGARA","female"
"MASIDAH","female"
"TRIEKO PURWANTO","male"
"M. ABI SUPRIADI","male"
"ANISAH","female"
"ABDUL CHOTIB","male"
"MUHAMMAD SYAFRIZAL","male"
"LINDUNG ISWANDI","male"
"MITRA","male"
"SITI HASRIANI","female"
"RAY SOEKENDAH","female"
"TRI PRASETIYO","male"
"JAMES B","male"
"MOEHI EFFENDI","male"
"NURAENI","female"
"ENDANG HAERURI","male"
"YANA","female"
"JATIM","male"
"UNIAH","female"
"NURHADI ILHAM WINOTO","male"
"SARTINI","female"
"HOSNAINI","female"
"SOLEH","male"
"WAHYU NURAJI","male"
"SITI JULAEHA","female"
"MAESAROH","female"
"MAULANA  ABIDIN","male"
"KAMID","male"
"NURHAWA HAFIDZAH NISSA","female"
"T I R A H","female"
"WARISO BIN KISMO HARDJO","male"
"TRI MAYANTI","female"
"M DAHLAN","male"
"HARYANTI","female"
"WAHIDIN","male"
"ISMAIL MAKAHINDA KANSIL","male"
"INDAH AFRIANI","female"
"KARTINI MUSYARIFAH","female"
"",""
"ACHMAD FACHRI","male"
"SUCIATI","female"
"NURHAYATI","female"
"JEMI ZAINUN","male"
"SOFYAN LISA","male"
"MARHIJA ROPAH","female"
"MOHAMAD  ARSAD","male"
"KUSTAJI","male"
"AHMAD BAIHAQI","male"
"SAUT PARULIAN BANJARNAHOR","male"
"WIYOTO","male"
"IRAWATI","female"
"TUTI SUNDARI","female"
"RONI IRAWAN","male"
"FEBI MULIA SARI","female"
"BRYAN FORTUNA","male"
"MAHFIRAH MEGA MAADZALAH","female"
"SUKRI","male"
"YUDHA PAPUA SETYO ATMAJI","male"
"ZAINAL KAHFI","male"
"NINING HENDRAYANI","female"
"FERAWATI","female"
"HANIPAH","female"
"WAHYU SETIYAJI","male"
"DEBBY MARGARETHA","female"
"MARYAMAH","female"
"JANUAR EFENDI","male"
"",""
"HETTY SUMIATI","female"
"ZAYYIDIN NAOFAL  LUQMAN","male"
"ANISAH","female"
"ROHANAH","female"
"FEBRIL ALIAS ABDUL RACHMAN","male"
"YUSAK","male"
"SARINAH","female"
"ANIZAR","female"
"",""
"BENNI PRANTAMA","male"
"ROY GUNAWAN","male"
"WARIYAH","female"
"HALUDDIN","male"
"ELCERINA ROMAYANTI SILALAHI","female"
"NURYANA NAINGGOLAN","female"
"BUTUK SANTOSO","male"
"ACHMAD RAICENZA","male"
"AISYAH","female"
"MUJIAH","female"
"JATININGSIH","female"
"KATHRINA","female"
"SAHALI","male"
"IRMA YUNUS","female"
"DIAH PERWITASARI,M.PD","female"
"RATIH KUMALASARI","female"
"SUKARJO","male"
"SRI MULYANINGSIH","female"
"ONNISIMUS LABETUBUN","male"
"NUR HAYATI","female"
"NAINI DANIATI","female"
"PAINAH","female"
"SRI KOMALASARI","female"
"UNI MUGNI","female"
"MUHAMAD  RAFLY  ADITYA","male"
"MAULANA MALIK","male"
"MURNIATI BT SAAMAN","female"
"DAVID ARIF BIJAKSANA SITORUS","male"
"NURAINI","female"
"MUHAMAD FAHRUDIN","male"
"SASKIA PRATAMA PUTRI","female"
"LAELATU SARIPAH","female"
"A SAPRUDIN","male"
"CH. MALIKIN","male"
"SUNARSIH","female"
"RUSMAN","male"
"SOBIRIN","male"
"HENDRO SUCIPTO","male"
"DIEN EKA G BUTAR-BUTAR","female"
"FERRY SUKMA PRIBADI","male"
"SITI DJUBAEDAH","female"
"NURHAYATI","female"
"ZEHROH","female"
"NINO IQWAL","male"
"SULASTRI","female"
"LAY TJEN JUNG","female"
"MAWARDI","male"
"RACHMAN ADI SETIAWAN","male"
"AHID","male"
"HARIS GUNAWAN","male"
"H.MAMAN SUHERMAN","male"
"RENI","female"
"DEWI USTRIA","female"
"VINA SELVINA","female"
"DRS.H.MOH AMIN","male"
"YENI MULIANA","female"
"",""
"RICKY FADILAH PUTRA","male"
"NENG SUPRIYATINI","female"
"ZULFA SUKMAWATI","female"
"HERLINA","female"
"SRI HAYATI BR MARPAUNG","female"
"AGUNG SUPARDIYOTO","male"
"SUNARDI","male"
"ELY PALALANGAN","male"
"DEDE JUNIATIE","female"
"HENDRAWAN","male"
"SUPINAH","female"
"HELMI TULUS.S","male"
"ANSORI","male"
"RIHANAH","female"
"YULIWININGSIH","female"
"MUHAMAD ERWIN","male"
"MUHAMAD RIZKY LONTARA","male"
"KARMIAH","female"
"MUHAMMAD SUHENDI","male"
"ROSID","male"
"FITRIA WARMAN","male"
"M.ABDUL","male"
"ANA AMSIAH","female"
"ASHADI SIREGAR","male"
"SUNARTI ELITA HALIM","female"
"ROHMAT","male"
"GITO LAKSONO","male"
"DIWARASKAN HIA","female"
"HERAWATY SISKA BR HUTABARAT","female"
"MELIZA SUSANNA MUTIARA","female"
"MOCHAMAD ARFAN","male"
"DENY PUTRA","male"
"MASLIHA TUSSAADAH","female"
"KUSWANTO","male"
"NATALIA S","female"
"SUHADAH","female"
"JUMRI YATUN","female"
"SISKA WULANDARI","female"
"",""
"ALFRED A. DETHAN","male"
"IRFAN KRISTIAN","male"
"YANE SRI ROSMIYATI","female"
"",""
"HERNA LISTIANA","female"
"ANDI FADILLAH","male"
"JURIAH","female"
"LUKLUK NUR JANAH","female"
"MARTA","male"
"MUCHAMAT HAFID LUTFI","male"
"SARIPAH","female"
"SUDARNOTO","male"
"MUHAMMAD SIDIK","male"
"ROZAENA","female"
"HENDRA SUSANTO","male"
"IKRA WALI","male"
"A L A Y Y A","female"
"MOHAMAD BEKTI","male"
"HERY PRASETYO","male"
"BRILIANTY DWI AYUNINGTYAS","female"
"ANIM","male"
"RUTHIRANI SUKLAWATI.W","female"
"MUHAMAD YUSUF","male"
"",""
"T U M I","female"
"ADE IMRAN","male"
"IIS NURISLIANAH","female"
"IMAN BASRI","male"
"KOMANDO MANURUNG","male"
"MOCHAMAD ABDULLAH","male"
"KAMILAH","female"
"ICASIA EDLYN DACHI","female"
"YULI SUARTINI","female"
"BAHRUL RAHMAT","male"
"RAJUDIN","male"
"FIRMAN SYAH","male"
"SAKBIYAN","female"
"SRI WAHYUNINGSIH","female"
"DANNY TRIANGGA","male"
"SOBIRIN LUMBAN NAHOR","male"
"DAMAH","female"
"H,RACHMAN","male"
"REMMA  BEBARA LIDWINA","female"
"HANIPA RIANI","female"
"MUN,IMATUN","female"
"ACIE NURAENI","female"
"DADAN GUSYADIN HAMDAN","male"
"AHMAD MUSTOPA","male"
"JAENI EFFENDY","male"
"WAWAN SUPRIYADI","male"
"ROSALIA RATNA WULANDARI","female"
"H SUBUR","male"
"HERLINA MANURUNG","female"
"PATIMAH","female"
"UDJANG EFFENDI","male"
"KARDO SITORUS","male"
"LIAUW MEILIANA","female"
"IHWAL  PATUH  RAHMAN","male"
"FANDY SAPUTRA","male"
"AHMAD THOHIR AZHARI","male"
"ABDUL RAHMAN","male"
"TINAULI HASIBUAN","female"
"RIYANTO SIDIK JACOB","male"
"ROJAK","male"
"MAULANA IMRON","male"
"HJ.SITI UMROH","female"
"FAZIL MUAMMAR","male"
"SITI AISYAH","female"
"DIAN ASTUTI","female"
"MUHAYAH","female"
"KALIMI AL TAUFIK A MUNIR","male"
"MASTUTI","female"
"NASIYAH","female"
"PAULINA HINDRAWATI","female"
"IS KOMALASARI","female"
"DJUERIYAH","female"
"RIA AFRIANI","female"
"ESRA NAINGGOLAN","female"
"DIANA KUSUMA RAHAYU","female"
"ACHMAD SYAHRIR","male"
"LYDIA LINDA","female"
"SATRYO PERKOSO WIBOWO PUTRO","male"
"DEVI SUMANTI","female"
"YUDIANSAH  AR","male"
"CLAUDIA RITA YUNINGSIH","female"
"MIKE DANIEL","male"
"TRI OVENURANI","female"
"LILIS ADRIYANI","female"
"TUNI BINTI SOREJO","female"
"SRI HARTATI","female"
"DARJI","male"
"DWI ABDI PASARIBU","male"
"ISMET IRAWAN","male"
"SYARIFUDDIN","male"
"PAMINI","female"
"TUMIAR MANURUNG","female"
"SELVIYANI","female"
"NARAM BINTI TANGKAT","female"
"ROBIAH","female"
"KU NJUK KIAUW","female"
"SUNARTININGSIH","female"
"FRENGKI JOHAN LIBERTY","male"
"ANDI HARDI","male"
"STEVEN ANTONIO","male"
"ANDI DONA ROS","female"
"ISMAIL MARJUKI","male"
"RONAL HASUDUNGAN","male"
"EVIRAWATI S.PD","female"
"TOTATI","female"
"RISA ASMARA","female"
"MARYANAH","female"
"RIZAL MUMIN","male"
"ARI PRAYITNO BIN KAMIYO","male"
"LULU I","female"
"M.YUSUF","male"
"SETIAWATI","female"
"DESI RISMAWATI","female"
"SARIDA","female"
"SUDRI","female"
"HAIRUN NISA","female"
"KARNANCE SITINJAK","female"
"ROMI SEMBIRING","male"
"YENI SUPIANINGSIH","female"
"ANDARI BUDI RAHAYU","female"
"SRI RATNAWATI","female"
"SHANTI PRATIWI","female"
"CHANDRA","male"
"HADI SAPUTRO","male"
"METI LISMASARI","female"
"RONI RUSLAN","male"
"SUNARSIH","female"
"SURYANI SIMAMORA","female"
"HAERUL ANWAR","male"
"TUTURAN PARDEDE","male"
"NOPITA","female"
"ROSMAWATI","female"
"JOHNY KRISTANTO","male"
"FU NYIT FO","male"
"TARSONO","male"
"FAHRIZAL IKHSANUL KHOIRIE","male"
"MARIAH","female"
"BETTY SIAGIAN","female"
"IVILNA NOVIANTI NARIYAH GALUS","female"
"IRWANSYAH","male"
"IVONY KAWERONG","female"
"ZAINAL ARIFIN","male"
"MUHAMAD RIZKI","male"
"BUDI ANTON SUSILO","male"
"ADE HENDRA LESMANA","male"
"BIMO TRI ARTOMO","male"
"T U G I M A N","male"
"HERTI SUSANTI","female"
"SITI  JAINAF","female"
"ATJENG NUGROHO","male"
"GATOT SOESATYO UTOMO","male"
"MARLIANI","female"
"SULASTRI","female"
"ENDIS HUTABARAT","female"
"SYAIFULLAH","male"
"FRANSISCA SETYA BARATI","female"
"RUBIAH","female"
"TONNY SETIAWAN","male"
"IYAN MAULANA","male"
"SANI","female"
"DARWITI","female"
"SRI SULISTYAWATI","female"
"SOLEH MA'MUN","male"
"MAYA NENY PRATIWI","female"
"NUR HOLIFAH","female"
"PUTRI LISA BUDIARTI","female"
"DJOHAN ANGKY","male"
"NOVITALIA","female"
"",""
"HERLINA","female"
"AGUS WAYAN WEDASTRA","male"
"IBRAHIM AJI","male"
"AGUS SURYANTO","male"
"HALILI","male"
"WIDYA","female"
"TB.ADHI RACHMAT,SE","male"
"NURJANAH BT CAYO","female"
"DR. H.NOTO PALGUNO","male"
"AGUS GENTAWAN","male"
"ROKAYAH","female"
"MASTIYA","female"
"SUMARNI","female"
"ABDUL AZIZ","male"
"SUMIATI","female"
"ISTIKOMAH","female"
"SALHE","female"
"MIKHAEL SAUT PARULIAN SINAGA","male"
"MALAHAYATI SOFYAN","female"
"NURHAYATI","female"
"HERLINA SANTY SIAGIAN","female"
"PUTRI HIDAYANTI","female"
"JEMMY MUBAROQ","male"
"MUKLIS RIDHO","male"
"NURMAH","female"
"RUJIYEM","female"
"FATHUR ROCHMAN","male"
"PARIDAH","female"
"SADRI RAFAI","male"
"FITRIA","female"
"NURHAYATI","female"
"RANTO HUTAJULU","male"
"EVY MADU SUKMARINI","female"
"RONDIYAH","female"
"PIRJATI","female"
"UJANG SUMITRA","male"
"NG ARDIAN WINARTO","male"
"SYAMSUL BACHRI","male"
"NASIM","male"
"ERVA YULITA","female"
"DINI MAULIDDIYANTI","female"
"YULIANA TAMBUNAN","female"
"DITA YUNIARTI","female"
"NURUDDIN","male"
"SUGENG WAHONO","male"
"DIAH SETYANINGSIH","female"
"MUHAMMAD  SHIHAB  ALHANANI","male"
"WIDIYANTI","female"
"PURWANTO","male"
"SITI KHAERIAH","female"
"WAHYU  PRASETYO  NENGSIH","female"
"SIMAH","female"
"DHUHA ALAMUDDIN","male"
"KAMIDJO","male"
"SALMON SINAGA","male"
"ZUMROTUL ULFA","female"
"DJASRIP","male"
"MARSENO","male"
"PARLINDUNGAN SIMANULLANG","male"
"SUMIATI","female"
"SAIPUL BASRI","male"
"HANDRA KURNIAWAN","male"
"ELISABETH JOJOR ROHANI S","female"
"HUSNATUL MULYANI","female"
"LINCE RIA PARDEDE","female"
"SINTIAWATI","female"
"SUPARNO","male"
"ADE MULYONO","male"
"WALDJINEM","female"
"LILY YULIANA","female"
"SRI WAHYUNI","female"
"YANSJE HELENA W","female"
"MHAMMAD RADIANSYAH","male"
"JUHAN TRI MURTI","male"
"WAHYU AGUNG KURNIAWAN","male"
"HASIM","male"
"ENDANG SUKARMINI","female"
"HAFIZ ANNAS ERDIANTO","male"
"DINI NOVIANI","female"
"MUCTAR AHMAD MAJA","male"
"INDAH UMIYATI","female"
"LILI LIDIAWATI","female"
"FIQIH NABIL SAAD","male"
"HARIYANTO","male"
"DINA KARTINI","female"
"NENENG  LATIFAH","female"
"SITI FATIMAH","female"
"MARIHOT PARLINDUNGAN","male"
"SEPTIAN ARDIANSYAH","male"
"SAPARUDIN","male"
"SANNOVAL","male"
"FENNY ANGGRAINI","female"
"MUNAWAR","male"
"LINAH CARMAN LANGGA","female"
"ERNY KARNITI","female"
"SULAMNO","male"
"SAIMAN MARTA","male"
"HARRY HARTONO","male"
"DEWI PRATIWIE","female"
"SUCI AWALIYANTI","female"
"OMI MARYANI","female"
"M.SYARIFUDIN","male"
"MIDA RUMATA PANGABEAN","female"
"TINAH","female"
"SITI ZAHROH","female"
"WIKAYAH","female"
"VIRGINA PUSPITA SARI","female"
"NURMA PARDOSI","female"
"L. MANURUNG","male"
"SUJUTI","female"
"DEDE SUNDARI","male"
"MISROTUN","female"
"CORY ASTIKA","female"
"JUNI SILITONGA","female"
"ARI RAHMAT JUARY","male"
"MUSRIFAH","female"
"SURATI","female"
"HANNA OCTAFIANA","female"
"NY. SARI","female"
"SUNDOYO","male"
"AMIN DARWIS","male"
"ABDUL HARIS","male"
"SYAFRIL HAKIM SIREGAR","male"
"MELA FITRIA","female"
"DIAN TIARAMAY","female"
"NY.PUDJIARTY","female"
"ARYUS YULIANTONI","male"
"DENI RAHMAT","male"
"ENIK LISTYORINI","female"
"VIRZINIA NY RONDANG BULAN","female"
"FILIPUS AJI WIDHI PRISTIANTO","male"
"RINTJE JANTJE BUNGA","female"
"NASHAR","female"
"ULI SAUT SIMORANGKIR","male"
"LUSY AGUSTIN","female"
"ADE DARMANTI","female"
"JOUSEPIEN ADELAYDE.W","female"
"YUSNIAR","female"
"SAELANI","male"
"FERI ARDIANSYAH","male"
"NUR KHOMSAH S","female"
"DJOHAN SUHARY","male"
"ACHMAD YANI","male"
"MARTIN MUSTIKA SARI","female"
"SITI MARIYATI","female"
"HAMDAN BIN ENDI","male"
"YANTI MAYA SARI","female"
"WATRI","female"
"ROHMANIH","female"
"JAMHURI","male"
"TIHAM","male"
"NELSON SIBARANI","male"
"TRIMIYONO","male"
"RIZKY WAHYUDI","male"
"ARNAH","female"
"AGUNG SUBAGJA","male"
"JAMILAH","female"
"SUDIBYO","male"
"TJOE KUN NIO","female"
"MUHIDAH","female"
"WAGIMIN","male"
"SITI SUNDARI","female"
"RASTIANAH","female"
"ABDUL MUNIR","male"
"NICODEMUS SNAE","male"
"ELIZABETH ERMA KURDIANA","female"
"SUNENTI","female"
"JULYADI","male"
"HIDAYATI PERTIWI","female"
"NURMAN ALAMSYAH","male"
"ANI","female"
"MATNOSARI","male"
"RIPAI","male"
"KRISNAWATI","female"
"SARMIJAH","female"
"WASTI  HASIBUAN","female"
"MARIA JOSEPH LILLUNG","female"
"SAKIMUN","male"
"MUDJI RAHAYU","female"
"NURDIN BIN KASUM","male"
"SRI HARTATUN","female"
"EMA YULIANA","female"
"UJANG BUDI PURNOMO","male"
"RUDI","male"
"ROSINAH","female"
"PUSPITA SARI","female"
"SUNARTI","female"
"PITRIAH SUHARYA","female"
"SRI MARYATI","female"
"WIDIYANINGSIH","female"
"MUHAMMAD SURAHMAN","male"
